Intercept__0,beta_size__0,p_choose_last_seen_sd
48.00569698816586,-178.7187734942695,18.62484720879486
54.75430916016623,-230.8401924827474,22.90912101329278
54.77509738060703,-208.69403459360305,22.86109562165653
48.621393020979966,-276.4041706472974,23.036028420278775
50.624070033357626,-257.0309809812589,23.040977336276324
50.6700804391918,-221.7202761688464,21.533522237000053
44.34920222003136,-120.30523396959032,21.273067767325692
52.25623481478534,-125.69344674599607,20.10995542807998
50.63027042614522,-149.17877070560994,21.267787112865488
47.447077629226335,-162.4299039901526,20.94471322191731
45.2324617122178,-163.2876824959886,20.02437891314525
49.02444126241692,-162.21723014827916,20.519231911375346
49.85983048340918,-104.40716556538574,20.725396230159536
45.96786771666791,-69.08246552177135,20.838201350615307
47.589330520793936,-69.36338801902122,21.321090019709725
47.06919689005385,-46.31725881192595,21.858785381480953
43.892498648963034,-41.20039005666536,22.506978926619865
42.56914887740201,-94.56684914695771,22.729026929628077
48.528091295739245,-90.67532101033918,22.291225363558897
47.361174642276055,-94.10398036230828,22.75129005351479
45.65847918930007,-99.52347165180066,22.28588873528811
46.92132847907057,-103.86731639207828,21.044201953777097
47.99482477715221,-132.50630635972928,22.1733700259365
48.38728763053261,-128.70231840517002,19.78428454858417
49.18736860102756,-129.16820831140024,20.16956967692325
42.293449520891286,-131.1923747184284,21.79627094956903
39.7319630840857,-180.43776704488224,20.465235438038896
44.32230482423722,-182.29913797624135,22.079477252433616
48.48141344233399,-167.36527490451323,19.7123362858159
44.846807583658894,-129.82018493199433,21.05958514067312
48.359009305743754,-156.65644039446076,20.14992042580552
48.359009305743754,-156.65644039446076,20.14992042580552
45.646253512122996,-161.90268367765069,21.19085477669238
48.241142808691265,-220.33884669861342,21.1049387722253
49.32500137478648,-296.4607287589815,20.083424209915542
49.98236307812427,-268.4463774313744,22.264537779416802
50.556941050203996,-194.28154594982627,21.301423870456073
46.54028308324334,-187.37090331928417,21.816439779452264
46.54028308324334,-187.37090331928417,21.816439779452264
43.8119990876951,-184.6998737720062,21.549098158028734
48.882140499067795,-186.28020124287139,22.00667987503175
43.57399278122687,-190.38333693614854,22.687850663628026
52.46581961486032,-197.3207510840332,19.423844039925147
44.56004079234225,-150.3755822678462,20.402895758723506
49.74331870929349,-275.9907573619006,19.688852704003004
49.74331870929349,-275.9907573619006,19.688852704003004
49.74331870929349,-275.9907573619006,19.688852704003004
49.74331870929349,-275.9907573619006,19.688852704003004
49.74331870929349,-275.9907573619006,19.688852704003004
49.74331870929349,-275.9907573619006,19.688852704003004
48.76277296875501,-247.3699764986954,21.295617795474637
48.76277296875501,-247.3699764986954,21.295617795474637
48.76277296875501,-247.3699764986954,21.295617795474637
44.41793330686936,-202.90234779683342,19.65071803083251
48.27511868578951,-120.9890852707362,21.997785628521747
46.04448925112445,-114.31655130658794,22.265445798363643
47.912476802337714,-122.85300662894475,19.39942969134688
48.471427928237595,-123.22811085693458,20.37177609233423
43.916136602036744,-43.28449275714205,21.820211977949096
46.771627381790175,-39.20439554982828,20.1857136785519
44.7462236108853,-41.88678845542454,21.45667104846362
42.948486642950215,-130.60980931447253,20.726300302559434
41.79321969480619,-130.40248380844488,20.28916289742807
45.798587177610806,-223.42598569401514,20.447932490162913
45.798587177610806,-223.42598569401514,20.447932490162913
48.094700774889404,-175.68001668586945,21.678686024816315
48.094700774889404,-175.68001668586945,21.678686024816315
47.14094845438638,-137.89892426086476,21.190114778543528
47.14094845438638,-137.89892426086476,21.190114778543528
47.7911002648474,-136.10499524628742,21.55367770439287
44.601909480062545,-136.65797712780034,20.62380726874617
42.93201781410349,-37.23717156468886,21.302443045384408
46.36542823976038,-33.43506267708601,20.356605228278504
47.91026062536969,-125.09493328481423,21.273665721209134
40.613688589271476,-128.50575267598742,21.279756141512642
49.23896465571724,-137.7052556298173,20.166134288322386
43.80649179826361,-138.08583834046235,19.846574913988917
48.8393444305633,-248.79697673595203,21.175711717831124
48.8393444305633,-248.79697673595203,21.175711717831124
48.09600231071462,-249.36272333135702,21.220618709229267
47.27881708665378,-210.6019962547844,21.611881666258064
46.74048572389116,-177.26896852740035,21.642396346008493
47.15902486097931,-201.92303813253372,22.55140064567509
48.47745101937002,-197.43287496885242,18.688842734550057
53.106247757719444,-276.1404392560697,18.861781976378857
50.105849575806275,-275.0879292175347,22.400581310810924
49.47534675199796,-270.264805350231,22.276732405148415
54.0380168014876,-288.06676790661675,21.33748603977909
46.75493238067894,-290.8187799402472,21.8895871299514
49.357608998270145,-290.57913765064677,21.722715811648253
51.20788126676877,-282.7044765510778,20.739662877373792
44.68615769460327,-187.88280981213256,20.176523610555524
46.41518321038237,-186.34506878929392,21.6710077952689
47.586228955092864,-146.81649643383886,21.329484336004697
47.06485886262543,-114.73076133042426,21.409444033504787
46.252541229203885,-117.98080462635087,21.349358740835765
46.252541229203885,-117.98080462635087,21.349358740835765
44.86108985165314,-29.307847306280895,19.706444809155855
44.82962732886745,-28.256013116990722,21.747169744361834
45.99309607395602,-30.027218858929192,20.200904681018955
45.99309607395602,-30.027218858929192,20.200904681018955
47.32416946899626,-30.7123771424949,21.796760036642336
46.923959685306585,-1.0048434607739711,21.483586600336515
45.16958199551233,-91.24283370510044,20.823001282335888
46.60913143634087,-195.13723175581876,21.0728859838384
52.55942138226949,-191.3588831990854,22.400077298976722
45.86943059929495,-193.28253502959652,18.265687961311016
50.39403033775696,-181.45299152703396,19.499326041598405
43.71195672608599,-186.2316339732062,22.135924780336378
50.16394429997565,-191.50376439777565,19.616207811807005
51.97440083945998,-216.12790336379985,21.708033751483395
43.064415942904105,-207.38130945639094,22.295546794497227
47.78902666116874,-210.6852633738221,22.693341743800215
49.07640305816438,-249.74675117952665,22.446434831228068
47.58318272103715,-238.2153239770202,20.36130520116012
44.98205071830585,-295.73362334257985,21.251341501156894
43.59518335458677,-271.0547503524247,21.808937892925325
51.97751765766437,-273.38304153390385,20.49254475186921
50.568710444623335,-270.93770368370144,20.104775785085348
48.86524317215908,-289.09059543373905,21.779597575484004
49.821565357334386,-297.41726932146133,21.324103349108086
47.40150806619641,-200.104040620937,20.815972648662314
44.792579266157524,-264.69881145041484,21.592597389681295
51.157930394113556,-265.54289942971224,22.557315355648818
52.74426285000063,-265.6343705741223,22.68381436138738
53.69477896694317,-265.7220255757656,22.75234330067654
47.40247439382778,-271.852654465473,19.511365291059423
46.39811260963898,-280.8115805811634,22.485158163606613
47.438388346318185,-286.9982477608077,20.326428943635914
48.89115425865214,-283.1270711577749,22.203205758750048
